tweet,message,match,polarity
2157,"RT I am excited and blessed to announce that I have committed to continue my academic and athletic career at Bucknell University I would like to thank God my family coaches and friends for all of their support Go Bison rayBucknell,,
",thank,Positive
2157,"RT I am excited and blessed to announce that I have committed to continue my academic and athletic career at Bucknell University I would like to thank God my family coaches and friends for all of their support Go Bison rayBucknell,,
",support,Positive
2158,"RT Introducing the FIRST EVER Claflin University Hilltop Affair Ball,,
",,Neutral
2159,"RT The University life I saw on tv VS The reality,,
",,Neutral
2160,"RT Blessed to receive an offer from the University of Tennessee RockyTop JuCoFootballACE JUCOFFrenzy DansleyAnsley,,
",,Neutral
2161,"RT After nearly 50 years of association with Thomas Jeffersons University I believe I know Mr Jefferson Thomas Jefferson has become a friend of mine And one thing is certain Donald Trump is no Thomas Jeffersonnot in any good way that matters,,
",good,Positive
2162,"RT My freshman year at the University of Nevada former head coach Brian Polian kicked me off the football team He said Sorry but Im going to have to take football away from you What he didnt realize was that nobody can take this game away from me LeagueSzn,,
",,Neutral
2163,"RT FifiBanjoko jysolomon Salute Webometrics is one of the best university ranking site out there,,
",best,Positive
2164,"CousinsNeil Drury7Drury Seems to me part of the problem amp not just in medicine but also engineering physics amp hard subjects is the A level candidates just arent up to what a good university should require I do not buy the rhetoric that educational standards are improving,,
",problem,Negative
2164,"CousinsNeil Drury7Drury Seems to me part of the problem amp not just in medicine but also engineering physics amp hard subjects is the A level candidates just arent up to what a good university should require I do not buy the rhetoric that educational standards are improving,,
",hard,Negative
2164,"CousinsNeil Drury7Drury Seems to me part of the problem amp not just in medicine but also engineering physics amp hard subjects is the A level candidates just arent up to what a good university should require I do not buy the rhetoric that educational standards are improving,,
",good,Positive
2164,"CousinsNeil Drury7Drury Seems to me part of the problem amp not just in medicine but also engineering physics amp hard subjects is the A level candidates just arent up to what a good university should require I do not buy the rhetoric that educational standards are improving,,
",rhetoric,Negative
2165,"Celebrating new Clemson Legacy Society donors who honor the universitys history of giving and ensure the ongoing success of students and faculty ClemsonLegacy Orourke4CU ClemsonPrez ClemsonUniv,,
",honor,Positive
2165,"Celebrating new Clemson Legacy Society donors who honor the universitys history of giving and ensure the ongoing success of students and faculty ClemsonLegacy Orourke4CU ClemsonPrez ClemsonUniv,,
",success,Positive
2166,"RT Just received an offer from Faulkner University CoachGoodrum,,
",,Neutral
2167,"Happy Halloween from auburnhadm Candy tic tac toe and performance standards and measures A winning combo Auburn University,,
",winning,Positive
2168,"RT Howard University represents as the only HBCU selected to participate in the fire safety education efforts and alarm installations for TownGownFire Students will be assisting DC firefighters throughout Wards 1 7 and 8 this November,,
",alarm,Negative
2169,"RT Education amp opportunity University way overrated many r damagingYou can learn so much on line study anything University today causes you to conform Beats you down Offense to freedomExpect a new wave of entrepreneurs that drop out to start breakthrough companies,,
",overrated,Negative
2169,"RT Education amp opportunity University way overrated many r damagingYou can learn so much on line study anything University today causes you to conform Beats you down Offense to freedomExpect a new wave of entrepreneurs that drop out to start breakthrough companies,,
",breakthrough,Positive
2170,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2171,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2172,"RT Anthony RendonFrom Houston TXWent to Rice University World Series Champion,,
",,Neutral
2173,"RT Call for papers 20th Biennial Interdisciplinary Conference of Netherlandic Studies ICNS 56 June 2020 University of California UCBerkeley cfp,,
",,Neutral
2174,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",champion,Positive
2174,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",racism,Negative
2174,"RT COMING SUNDAYNFL Super Bowl champion BurgessOwens shares his experience growing up in the South overcoming racism and becoming the third black American to earn a football scholarship at the University of Miami Dont miss it realcandaceo,,
",miss,Negative
2175,"RT Such kind Christian people Falwell calls students retarded while University tweets that hes a greedy hypocrite,,
",retarded,Negative
2175,"RT Such kind Christian people Falwell calls students retarded while University tweets that hes a greedy hypocrite,,
",greedy,Negative
2176,"RT At Hong Kong Polytechnic University graduating students are protesting on Wednesday after its president refused to shake the hands of masked students at its graduating ceremony earlier this weekPhoto Stand News screenshot hongkong hongkongprotests,,
",protesting,Negative
2176,"RT At Hong Kong Polytechnic University graduating students are protesting on Wednesday after its president refused to shake the hands of masked students at its graduating ceremony earlier this weekPhoto Stand News screenshot hongkong hongkongprotests,,
",refused,Negative
2176,"RT At Hong Kong Polytechnic University graduating students are protesting on Wednesday after its president refused to shake the hands of masked students at its graduating ceremony earlier this weekPhoto Stand News screenshot hongkong hongkongprotests,,
",shake,Negative
2177,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2178,"RT Heres a great faculty position opportunity for a solar physicist with big data analytics background NSF Supported TenureTrack Assistant Professor in Solar Physics and Astroinformatics at Georgia State University Atlanta USA GSUPhysAstro,,
",great,Positive
2179,"Ive just had an advert to allow me to become a certified life coach by giving me two days training and I can start coaching next week We are heading towards the six minute abs of mental healthTo all you who spent years at university studying anything what took you so long,,
",,Neutral
2180,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2181,"RT AOC graduated Magna Cum Laude from Boston University and won her election in a landslideYou barely graduated college got fired from two jobs and talk to a mirror for attentionI understand your fear,,
",won,Positive
2182,"Reflections from the amazon jungle Building an intercultural dialogue and rethinking development Tue November 12 2019 500 PM 630 PM GMTLoughborough University London Room LDN323,,
",,Neutral
